HOSTNAME;VLAN_ID;MAC_AADRESS;TYPE;PORT;
z-intradmz-sw;154;0094.a10a.36f9;DYNAMIC;['Gi0/22']
z-intradmz-sw;154;0094.a111.0e02;DYNAMIC;['Po1']
z-intradmz-sw;154;00d7.8f55.f340;DYNAMIC;['Gi0/15']
z-intradmz-sw;154;00d7.8f55.f34b;DYNAMIC;['Po1']
z-intradmz-sw;154;00d7.8f81.1b40;DYNAMIC;['Po1']
z-intradmz-sw;154;00d7.8f81.1b4b;DYNAMIC;['Po1']
z-intradmz-sw;154;00d7.8f81.794b;DYNAMIC;['Po1']
z-intradmz-sw;154;00e0.1e5d.5c36;DYNAMIC;['Gi0/19']
z-intradmz-sw;154;a055.4fe6.5eac;DYNAMIC;['Po1']
z-intradmz-sw;105;0000.0c07.ac01;DYNAMIC;['Po1']
z-intradmz-sw;105;0009.6ba5.6ee3;DYNAMIC;['Gi0/4']
z-intradmz-sw;105;0030.56f1.887d;DYNAMIC;['Gi0/5']
z-intradmz-sw;105;00d7.8f55.f34b;DYNAMIC;['Po1']
z-intradmz-sw;105;00d7.8f81.1b4b;DYNAMIC;['Po1']
z-intradmz-sw;105;00d7.8f81.794b;DYNAMIC;['Po1']
z-intradmz-sw;105;a055.4fe6.5eac;DYNAMIC;['Po1']
z-voice-sw;107;000c.2902.de89;DYNAMIC;['Gi1/0/6']
z-voice-sw;107;000c.292e.a2bb;DYNAMIC;['Gi1/0/6']
z-voice-sw;107;000c.29df.a57b;DYNAMIC;['Gi1/0/5']
z-voice-sw;107;00d7.8f55.f305;DYNAMIC;['Gi1/0/48']
z-voice-sw;107;4006.d51c.39a0;STATIC;['Gi1/0/1']
z-voice-sw;109;00d7.8f55.f305;DYNAMIC;['Gi1/0/48']
z-voice-sw;109;4006.d51c.39a1;STATIC;['Gi1/0/8']
