switch-new.3np;Fa2/0/4;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/5;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/6;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/7;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/8;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/9;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/10;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/11;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/12;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/13;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/14;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/15;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/16;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/17;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/18;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/19;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/20;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/21;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/22;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/23;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/24;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/25;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/26;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/27;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/28;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/29;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/30;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/31;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/32;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/33;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/34;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/35;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/36;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/37;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/38;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/39;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/40;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/41;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/42;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/43;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/44;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/45;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/46;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/47;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Fa2/0/48;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
